playerName,total_goals,matches,latest_match,home_goals,away_goals,own_goals,penalty_goals
Lisi Leututu,1,1,2001-04-09,0,1,1,0
Dominic Gabriel,1,1,2001-04-09,0,1,0,0
Desmond Fa'aiuaso,5,2,2015-08-31,1,4,0,0
Ben Lemana,2,2,2001-04-11,1,1,0,1
Junior Michael,3,3,2004-05-19,2,1,0,1
Tony Vidmar,2,2,2004-10-12,2,0,0,0
Archie Thompson,21,8,2012-10-16,18,3,0,0
Con Boutsianis,4,2,2001-04-11,4,0,0,0
Simon Colosimo,2,1,2001-04-11,2,0,0,0
Fausto De Amicis,2,2,2002-07-10,2,0,0,0
Ul Radike Mateiwai,1,1,2001-04-11,0,1,0,0
Manoa Masi,2,1,2001-04-11,0,2,0,0
Molesi Tokuma,1,1,2001-04-11,0,1,1,0
Atnesh Prasad,2,1,2001-04-11,0,2,0,0
Hesham Mohammed,9,3,2001-08-17,9,0,0,0
Ahmad Kadhim,3,2,2001-04-14,3,0,0,0
Oleg Litvinenko,4,3,2001-04-25,2,2,0,0
Rafael Urazbakhtin,1,1,2001-04-12,0,1,0,0
Yevgeniy Lunev,1,1,2001-04-12,0,1,0,0
Askhat Kadyrkulov,1,1,2001-04-12,0,1,0,0
Penieli Moa,1,1,2001-04-14,0,1,0,1
Teu Fakava,1,1,2001-04-14,0,1,0,0
Hayden Foxe,2,2,2001-04-16,2,0,0,0
Yaser Salem Ali,10,5,2001-10-04,4,6,0,0
Mohammad Omar,4,3,2001-10-19,1,3,0,0
Mohammad Ibrahim Hussain,1,1,2001-04-14,0,1,0,0
Subait Khater,3,3,2008-09-10,2,1,0,0
Abdulsalaam Jumaa,1,1,2001-04-14,0,1,0,0
Ali Momin,1,1,2001-04-14,0,1,1,0
Fahed Masoud,1,1,2001-04-14,0,1,0,0
Abdul-Wahab Abu Al-Hail,7,5,2001-10-05,5,2,0,3
Nirajan Rayamajhi,7,4,2001-04-25,2,5,0,0
Haidar Najim,1,1,2001-04-14,1,0,0,0
Emad Mohammed,10,10,2008-06-14,7,3,0,0
Igor Avdeyev,4,3,2005-06-04,4,0,1,0
Konstantin Gorovenka,3,3,2001-04-23,3,0,0,0
Ismail Naseem,1,1,2001-04-15,0,1,0,0
Chea Makara,2,2,2001-05-20,1,1,0,0
Abdulsalam Al Ghurbani,3,3,2001-05-11,2,1,0,0
Baichung Bhutia,2,2,2001-05-20,2,0,0,1
Filipo Bureta,1,1,2001-04-16,1,0,1,0
Kit Leong Cheong,1,1,2001-04-16,0,1,0,0
Basanta Thapa,2,2,2001-04-25,1,1,0,0
Jope Namawa Leka,1,1,2001-04-16,0,1,0,0
Leone Vurukania,2,1,2001-04-16,0,2,0,0
Fillisione Taufahema,1,1,2001-04-16,1,0,0,0
Harouna Traoré,1,1,2001-04-21,1,0,0,0
John Maduka,1,1,2001-04-21,0,1,0,0
Brahima Korbeogo,1,1,2001-04-21,1,0,0,0
Narcisse Yaméogo,1,1,2001-04-21,1,0,0,0
Maksim Igorevich Shevchenko,2,1,2001-04-21,2,0,0,0
Abbas Hassan Hassun,2,1,2001-04-21,0,2,0,0
Haidar Obeid,2,2,2001-04-23,1,1,0,0
Rachid Rokki,1,1,2001-04-21,1,0,0,0
Sebastião Gilberto,3,3,2010-01-10,2,1,0,1
Lauren,1,1,2001-04-22,1,0,0,0
Xu Yunlong,5,4,2004-11-17,5,0,0,0
Wu Chengying,2,2,2001-05-27,1,1,0,0
Xie Hui,7,4,2001-05-27,5,2,0,0
Mohamed Jameel,1,1,2001-04-22,0,1,0,0
Li Weifeng,7,7,2011-11-15,5,2,0,0
Mawa Inunu,1,1,2001-04-22,1,0,0,0
Sam El Nasa,4,3,2011-06-29,3,1,1,0
Aples Tecuari,1,1,2001-04-22,1,0,0,0
Abdul Kader Keïta,8,8,2010-01-24,8,0,0,0
Amer Mushraf,1,1,2001-04-23,1,0,0,0
Dmitry Byakov,7,6,2007-10-17,4,3,0,0
Rejepmyrat Agabaýew,4,2,2003-11-19,4,0,0,0
Aleksey Dionisiev,1,1,2001-04-23,1,0,0,0
Vladimir Maminov,3,3,2001-05-07,2,1,0,2
Georgi Georgiev,2,2,2001-05-03,1,1,0,0
Ítalo Díaz,1,1,2001-04-24,0,1,1,0
Alexander Rondón,3,3,2009-10-10,3,0,0,0
Juan Arango,14,14,2013-06-07,8,6,0,0
Líder Paz,3,3,2001-11-07,2,1,0,0
Percy Colque,1,1,2001-04-25,1,0,0,0
Joaquín Botero,17,10,2009-04-01,14,3,0,1
Ricardo Gardner,2,2,2008-06-15,2,0,0,0
Nicola Albani,1,1,2001-04-25,0,1,0,0
Kim Meng Leong,1,1,2001-04-25,1,0,0,0
Bal Gopal Maharjan,1,1,2001-04-25,0,1,0,0
Deepak Lama,1,1,2001-04-25,0,1,0,0
Michael Mifsud,15,15,2018-09-07,9,6,0,2
Ruud van Nistelrooy,29,22,2011-03-29,21,8,0,1
Bilal Al-Laham,1,1,2001-04-25,0,1,0,0
Mahmoud Shelbaieh,4,4,2007-10-28,2,2,0,0
Goçguly Goçgulyýew,1,1,2001-04-27,0,1,0,1
Kakha Gogoladze,4,3,2001-05-07,1,3,0,0
Yuri Borodolimov,1,1,2001-04-27,0,1,0,0
Badran Al-Shagran,5,4,2004-10-13,2,3,0,0
Essam Abu Touk,5,4,2001-05-07,4,1,0,2
Patrick Ranaivoson,1,1,2001-04-28,1,0,1,0
Edson Minga,2,2,2008-06-22,2,0,0,0
Eko Purdjianto,1,1,2001-04-29,0,1,0,0
Hani Al-Dhabit,11,5,2001-10-19,9,2,0,2
Taqi Mubarak,4,4,2001-10-19,3,1,0,0
Yaqoob Juma Al-Mukhaini,11,5,2001-10-13,11,0,0,0
Nasser Zayid,1,1,2001-04-30,1,0,0,1
Fawzi Bashir,3,2,2007-10-08,3,0,0,0
Mohammed Khamis Al-Araimi,4,3,2001-05-18,3,1,0,0
Said Bayazid,11,5,2001-05-18,11,0,0,0
Nihad Al Boushi,4,3,2001-05-11,4,0,0,0
Raghdan Shehadeh,2,2,2001-05-11,2,0,0,0
Mouhanad Boushi,3,2,2001-05-07,3,0,0,0
Maher Malki,1,1,2001-04-30,1,0,0,0
Rateb Al-Awadat,1,1,2001-05-03,1,0,0,0
Ghanem Hamarsheh,2,1,2001-05-03,2,0,0,0
Wladimir Baýramow,4,2,2004-03-31,4,0,0,0
Ulugbek Bakayev,8,7,2013-06-18,5,3,0,1
Andrey Akopyants,1,1,2001-05-03,0,1,0,0
Rachid Benmahmoud,2,2,2002-01-30,0,2,0,1
Gharib Amzine,1,1,2001-05-04,0,1,0,0
Yanti Barsales,1,1,2001-05-04,0,1,0,0
Jomard Moussa,3,2,2001-05-07,3,0,0,0
Saeed Al Kass,7,6,2007-10-28,5,2,0,1
Faisal Khalil,4,4,2008-02-06,2,2,0,0
Jo Paul Ancheri,4,3,2001-05-20,1,3,0,0
Gurbangeldi Durdyýew,2,2,2004-11-17,0,2,0,0
Mahmadu Alphajor Bah,1,1,2001-05-05,1,0,0,0
Qu Bo,5,4,2011-07-28,3,2,0,0
Walter Bakouma,2,2,2001-07-15,2,0,0,0
Kanika Matondo,1,1,2001-05-06,0,1,0,0
Mido,6,6,2006-01-20,5,1,0,1
Ismed Sofyan,2,2,2004-09-08,0,2,0,0
Elijah Tana,3,3,2006-01-26,2,1,0,0
Chalwe Kunda,1,1,2001-05-06,0,1,0,0
Jérôme Doté,1,1,2001-05-06,1,0,0,0
Eric Akoto,1,1,2001-05-06,1,0,0,0
Firas Al-Khatib,5,4,2019-09-05,2,3,0,2
Maher Al Sayed,2,2,2007-10-08,2,0,0,1
Haitham Zein,5,3,2004-06-09,4,1,0,0
Gilberto dos Santos,3,2,2001-05-26,1,2,0,1
Hussein Hamdan,1,1,2001-05-13,1,0,0,0
Imthyas Raheem,3,2,2001-05-17,0,3,0,0
Therdsak Chaiman,3,3,2004-10-13,3,0,0,0
Thawatchai Damrong-Ongtrakul,1,1,2001-05-13,1,0,0,0
Roda Antar,12,10,2015-11-12,8,4,0,0
Mohammad Kassas,1,1,2001-05-15,1,0,0,0
Gohar Zaman,3,1,2001-05-17,3,0,0,0
Channa Ediri Bandanage,3,3,2003-12-03,2,1,0,0
Weerarathne Kassun,1,1,2001-05-17,0,1,0,0
Phengta Phounsamay,1,1,2001-05-19,1,0,0,0
Valasine Dalaphone,1,1,2001-05-19,1,0,0,0
Abdul Hakim,1,1,2001-05-20,1,0,0,0
Majdi Samir,1,1,2001-05-25,1,0,0,0
Faisal Antar,3,3,2004-09-08,0,3,0,0
Wartan Ghazarian,4,3,2001-05-30,0,4,0,0
Muhammad Arshad,2,2,2001-05-30,1,1,0,0
Marcílio Alves da Silva,2,2,2001-05-28,0,2,0,0
Jimmy Doña,1,1,2001-05-26,1,0,0,0
Nitsavong Khouphachansy,2,2,2004-03-31,0,2,1,0
Korken Yenkibarian,1,1,2001-05-28,0,1,0,0
Niweat Siriwong,2,2,2004-11-17,2,0,0,0
Surachai Jirasirichote,1,1,2001-05-28,1,0,0,0
Josip Skoko,5,4,2005-06-15,1,4,0,0
Steve Marlet,3,2,2002-10-12,2,1,0,0
Patrick Vieira,5,5,2006-06-27,1,4,0,0
Kasun Jayasuriya,3,2,2003-12-03,3,0,0,0
Totchtawan Sripan,2,2,2008-06-22,1,1,0,1
Washington,1,1,2001-05-31,1,0,0,0
Carlos Miguel da Silva Júnior,1,1,2001-05-31,1,0,0,0
Roman Týce,1,1,2001-06-02,0,1,0,0
Mikael Forssell,20,14,2011-09-02,16,4,0,2
Carsten Jancker,3,3,2002-06-01,2,1,0,0
Giorgi Gakhokidze,2,2,2005-09-03,2,0,0,0
Takayuki Suzuki,7,6,2004-10-13,5,2,0,0
Idan Tal,2,2,2007-03-28,1,1,0,0
Serghei Pogreban,1,1,2001-06-02,0,1,0,0
Mile Krstev,2,2,2003-06-07,2,0,0,0
Ruslan Barburoş,1,1,2001-06-02,0,1,0,0
Édison Méndez,15,13,2011-11-15,10,5,1,1
Marius Niculae,5,4,2004-09-08,2,3,0,0
Mirsad Bešlija,1,1,2001-06-02,0,1,0,0
Javi Moreno,1,1,2001-06-02,1,0,0,0
Diego Tristán,3,3,2003-04-02,3,0,0,0
Tayfun Korkut,1,1,2001-06-02,1,0,0,0
Paweł Kryszałowicz,3,3,2002-06-14,2,1,0,0
Raúl Justiniano,1,1,2001-06-03,1,0,0,0
Eric Carrière,3,2,2002-10-16,2,1,0,0
Niki Temiha,1,1,2001-06-04,0,1,0,0
Patterson Daudau,4,2,2002-07-07,4,0,0,0
David Firisua,1,1,2001-06-04,1,0,0,0
Joel Konofilla,1,1,2001-06-04,1,0,0,0
Tony Senechal,3,2,2001-06-11,0,3,0,0
Naea Bennett,4,2,2001-06-11,0,4,0,0
Simon Lauru,3,3,2004-05-10,1,2,0,0
Felix Tagawa,7,4,2002-07-09,0,7,0,0
Junior Pukoku,1,1,2001-06-06,1,0,0,0
Gerard Maki,1,1,2001-06-06,0,1,0,0
Pita David Maki,1,1,2001-06-06,0,1,0,0
Waren Waiwai,1,1,2001-06-06,0,1,0,0
Philip Mulryne,2,2,2001-09-01,0,2,0,0
Milan Baroš,25,20,2011-03-29,20,5,0,1
George Mallia,2,2,2007-03-24,0,2,0,0
Mateja Kežman,10,7,2005-10-12,4,6,0,0
János Mátyus,2,2,2001-09-01,1,1,0,0
Attila Korsós,2,1,2001-06-06,2,0,0,0
Levan Kobiashvili,8,8,2011-03-26,3,5,0,3
Sacha Schneider,1,1,2001-06-06,1,0,0,0
Sergei Semak,3,2,2002-10-16,2,1,0,0
Aaran Lines,3,3,2004-05-31,3,0,0,0
Wesley Sonck,15,13,2009-03-28,11,4,0,1
Sebastjan Cimirotič,4,4,2005-09-03,2,2,0,0
Žarko Serafimovski,1,1,2001-06-06,0,1,0,0
Alpay Özalan,3,1,2001-06-06,3,0,0,0
Hennadiy Zubov,3,3,2002-09-07,2,1,0,0
Ramon Menezes,1,1,2001-06-07,0,1,0,0
Noah Hickey,2,1,2001-06-08,2,0,0,0
Vivian Wickham,2,1,2001-06-08,0,2,0,0
Stanley Waita,2,2,2004-05-12,1,1,0,0
Paul Urlovic,3,3,2002-07-09,3,0,0,0
Ivan Vicelich,5,4,2007-10-17,4,1,0,0
Samuel Garcia,2,2,2002-07-09,1,1,0,1
Steve Fatupua-Lecaill,2,2,2002-07-07,1,1,0,0
Rony Morales,1,1,2001-06-16,0,1,0,0
Brett Emerton,15,12,2012-02-29,8,7,0,1
Rajab Elharbi,1,1,2001-06-29,1,0,0,0
Fernando Francisco,1,1,2001-06-29,0,1,0,0
Fares Aouni,4,1,2001-06-30,0,4,0,0
Sibusiso Zuma,5,4,2005-10-08,3,2,0,0
Alain Nana,1,1,2001-07-01,1,0,0,0
Gilles Yapi Yapo,2,2,2004-09-05,2,0,0,0
Isaac Boakye,5,3,2003-11-16,2,3,0,0
Yakubu,11,10,2010-06-22,4,7,0,4
Vladimirs Koļesņičenko,3,3,2008-10-15,3,0,0,0
Aivar Anniste,1,1,2001-07-04,1,0,0,0
Mark Švets,1,1,2001-07-04,1,0,0,0
Deividas Česnauskis,3,3,2004-11-17,0,3,0,0
Nerijus Vasiliauskas,1,1,2001-07-04,0,1,0,0
Valdas Trakys,1,1,2001-07-04,0,1,0,0
Raimondas Vilėniškis,1,1,2001-07-04,0,1,0,0
Nerijus Barasa,1,1,2001-07-05,0,1,0,0
Andrejs Rubins,5,4,2009-10-14,4,1,0,0
Oļegs Blagonadeždins,1,1,2001-07-05,1,0,0,0
Freddy Grisales,4,4,2004-10-09,3,1,0,0
Cristian Montecinos,3,2,2001-07-14,1,2,0,0
Marcelo Corrales,1,1,2001-07-11,0,1,0,0
Abel Lobatón,1,1,2001-07-12,1,0,0,0
Virgilio Ferreira,2,1,2001-07-12,0,2,0,0
Silvio Garay,1,1,2001-07-12,0,1,0,0
Javier Chevantón,6,5,2004-10-09,3,3,0,1
Abdul-Hamid Bassiouny,3,1,2001-07-13,3,0,0,0
Patrick Mkontwana,1,1,2001-07-13,0,1,0,0
Erastus Gariseb,1,1,2001-07-13,0,1,0,0
Mohamed Salah Abo Greisha,1,1,2001-07-13,1,0,0,0
Matthew Booth,1,1,2001-07-14,1,0,0,0
Bradley August,1,1,2001-07-14,1,0,0,0
Pius Ndiefi,2,2,2003-06-26,1,1,0,0
Guilherme de Cássio Alves,1,1,2001-07-15,1,0,0,0
Kandia Traoré,2,2,2002-01-29,0,2,0,0
Emmanuel Osei Kuffour,1,1,2001-07-15,1,0,0,0
Koffi Kossi,2,1,2001-07-15,2,0,0,0
Blessing Makunike,1,1,2001-07-15,1,0,0,0
Carlos María Morales,1,1,2001-07-16,1,0,0,0
Eudalio Arriaga,1,1,2001-07-17,1,0,0,0
Juliano Belletti,2,2,2001-07-23,1,1,1,0
Yacine Bezzaz,1,1,2001-07-21,1,0,0,0
Pape Thiaw,2,1,2001-07-21,0,2,0,0
Jesús Arellano,4,3,2004-09-08,1,3,0,0
Rodrigo Lemos,1,1,2001-07-22,1,0,0,1
Pablo Lima,1,1,2001-07-22,1,0,0,0
Saúl Martínez,3,3,2004-08-18,0,3,0,0
Giovanni Hernández,4,4,2003-06-28,3,1,0,0
Richard Morales,4,3,2002-06-11,2,2,0,0
Mutaz Kablan,2,1,2001-07-27,2,0,0,0
Dadley Fichite,2,2,2003-10-11,0,2,0,0
Master Masiku,1,1,2001-07-28,0,1,0,0
Alfa Potowabawi,1,1,2001-07-29,0,1,0,0
Bolombo Tokala,1,1,2001-07-29,0,1,0,0
Kanku Mulekelayi,1,1,2001-07-29,0,1,0,0
Jean-Yves Randriamarozaka,1,1,2001-07-29,1,0,0,0
Edward Jildo,1,1,2001-07-29,1,0,0,0
Joe Emerson Bizera,1,1,2001-07-29,1,0,0,0
Júnior Izaguirre,1,1,2001-07-29,0,1,0,0
Andrés Martínez,1,1,2001-07-29,1,0,0,0
Marcelinho Paraíba,1,1,2001-08-15,1,0,0,0
Jevgeni Novikov,1,1,2001-08-15,1,0,0,0
Gharib Hareb,1,1,2001-08-17,1,0,0,1
Fahd Ali,1,1,2001-08-17,1,0,0,0
Talal Yousef,6,6,2005-10-08,3,3,0,0
Ghazi Al Kuwari,1,1,2001-08-23,1,0,0,0
Li Xiaopeng,3,2,2004-06-09,3,0,0,0
Ahmad Khalifa Hashim,2,2,2001-09-28,1,1,0,0
Teemu Tainio,4,4,2007-08-22,1,3,0,0
Shefki Kuqi,5,4,2009-03-28,3,2,0,0
Roberto Jonas,1,1,2001-09-01,1,0,0,0
Rui Jorge,1,1,2001-09-01,0,1,0,0
Gocha Jamarauli,1,1,2001-09-01,1,0,0,0
Aleksandr Iashvili,12,10,2010-09-03,7,5,0,1
Steven Gerrard,16,14,2013-10-15,10,6,0,0
Emile Heskey,3,3,2009-06-06,0,3,0,0
Andri Sigthórsson,1,1,2001-09-01,1,0,0,0
Marek Jankulovski,9,9,2009-04-01,4,5,0,3
Serghei Covalciuc,2,2,2003-09-10,2,0,0,0
Dragan Načevski,1,1,2001-09-01,1,0,0,0
Hakan Yakin,9,8,2008-09-06,7,2,0,1
Mladen Krstajić,1,1,2001-09-01,0,1,0,0
Heriberto Morales,1,1,2001-09-02,1,0,1,0
Ricardo Páez,2,2,2007-06-26,1,1,0,0
Cris,1,1,2001-09-05,1,0,1,0
Vančo Trajanov,2,2,2002-10-16,0,2,0,0
Farrukh Ismayilov,3,3,2003-09-06,3,0,0,0
Nico Van Kerckhoven,1,1,2001-09-05,1,0,0,0
Vratislav Lokvenc,9,7,2005-06-04,7,2,0,0
Robbie Fowler,1,1,2001-09-05,1,0,0,0
Aleksandr Shirko,1,1,2001-09-05,0,1,0,0
Giorgos Karagounis,6,6,2013-10-15,4,2,0,1
George McCartney,1,1,2001-09-05,1,0,0,0
Frode Johnsen,1,1,2001-09-05,1,0,0,0
Niko Kovač,8,7,2008-09-06,5,3,0,0
Predrag Đorđević,1,1,2001-09-05,1,0,0,0
Peter Németh,2,2,2001-10-07,1,1,0,0
Andriy Vorobey,4,3,2007-10-17,4,0,0,0
Maksim Shatskikh,19,14,2011-09-02,13,6,0,1
Mohamed Abdulazeez,1,1,2001-09-14,0,1,0,0
Radhwan Nairooz,1,1,2001-09-14,1,0,0,0
Abdullah Bin Shehan,5,4,2001-10-21,1,4,0,0
Abdullah Al-Waked,2,2,2001-09-28,1,1,0,1
Waleed Hamzah,4,4,2004-09-08,1,3,0,0
Sutee Suksomkit,4,4,2007-07-07,3,1,0,1
Al Hasan Al-Yami,1,1,2001-09-28,1,0,0,0
Sirous Dinmohammadi,1,1,2001-09-28,0,1,0,0
Bård Borgersen,2,1,2001-10-06,0,2,0,0
Hayk Hakobyan,1,1,2001-10-06,1,0,0,0
Gonzalo Galindo,3,3,2005-06-08,1,2,0,0
Luis Gómez,1,1,2001-10-06,0,1,0,0
Tomáš Rosický,15,13,2013-09-06,8,7,0,1
Thomas Gravesen,4,3,2003-06-11,2,2,0,0
Jan Michaelsen,1,1,2001-10-06,1,0,0,0
Themistoklis Nikolaidis,1,1,2001-10-06,0,1,0,0
Nihat Kahveci,12,11,2010-09-03,6,6,0,0
İlhan Mansız,6,5,2003-11-19,2,4,0,0
Dougie Freedman,1,1,2001-10-06,1,0,0,0
David Weir,1,1,2001-10-06,1,0,0,0
René Peters,2,2,2008-10-11,1,1,0,0
Marcel Christophe,1,1,2001-10-06,0,1,0,0
Nastja Čeh,5,4,2005-06-04,4,1,0,0
Senad Tiganj,1,1,2001-10-06,1,0,0,0
Wilfredo Alvarado,2,1,2001-10-06,2,0,0,0
Nermin Šabić,1,1,2001-10-07,1,0,0,0
Marijo Dodik,1,1,2001-10-07,1,0,0,0
Edílson,2,2,2001-11-07,1,1,0,0
Yu Genwei,2,2,2004-11-17,2,0,0,0
Ľubomír Reiter,6,6,2005-06-08,2,4,0,0
Peter Dzúrik,1,1,2001-10-07,0,1,0,0
Attila Pinte,1,1,2001-10-07,0,1,0,0
Tomáš Oravec,1,1,2001-10-07,0,1,0,0
Mauricio Pochettino,1,1,2001-10-07,0,1,0,0
Gustavo Morínigo,2,2,2005-03-30,2,0,0,0
Zlatan Ibrahimović,44,32,2015-11-17,26,18,0,5
Jamie Lawrence,1,1,2001-10-07,0,1,0,0
Arnulfo Valentierra,1,1,2001-10-07,0,1,0,0
Fevzi Davletov,1,1,2001-10-13,0,1,0,0
Nabil Ashoor,1,1,2001-10-13,0,1,1,0
Fawzi Bashir Doorbeen,1,1,2001-10-13,1,0,0,0
Badar Al-Mahrouqi,1,1,2001-10-13,1,0,0,0
Worrawoot Srimaka,1,1,2001-10-16,1,0,0,0
Husain Ali,9,8,2005-08-17,4,5,0,0
Abdulla Al Marzooqi,1,1,2001-10-21,1,0,0,0
Abdullah Jumaan Al-Dosari,1,1,2001-10-21,1,0,0,0
Ibrahim Al-Harbi,1,1,2001-10-21,1,0,0,0
Shimon Gershon,2,2,2006-09-06,2,0,0,2
Jaime Riveros,1,1,2001-11-07,0,1,0,0
Jersson González,1,1,2001-11-07,1,0,0,0
William Sunsing,2,2,2004-10-13,0,2,0,0
Luizão,2,1,2001-11-14,2,0,0,0
Rafael Arlex Castillo,1,1,2001-11-14,0,1,0,0
Piero Alva,2,2,2008-09-06,2,0,0,0
José Alfredo Castillo,6,6,2005-10-09,3,3,0,1
Mladen Rudonja,1,1,2001-11-14,0,1,0,0
Yıldıray Baştürk,2,2,2005-03-26,2,0,0,0
Yahya Golmohammadi,3,3,2006-06-11,2,1,1,0
Kevin McKenna,4,3,2004-06-13,2,2,0,0
Jair García,1,1,2002-01-19,0,1,0,0
Seydou Keita,13,10,2013-02-09,8,5,0,0
Landon Donovan,38,31,2013-09-10,31,7,0,10
Song Chong-gug,2,2,2002-06-29,1,1,0,0
DaMarcus Beasley,13,9,2008-10-11,11,2,0,0
Charles Alerte,1,1,2002-01-20,0,1,0,0
Lamine Diatta,2,2,2004-06-05,1,1,0,0
Adolfo Bautista,6,4,2004-07-13,4,2,0,0
Marco Garcés,1,1,2002-01-21,1,0,0,0
Carlos Ochoa,1,1,2002-01-21,1,0,0,0
Patrick Percin,1,1,2002-01-22,0,1,0,0
Santos Cabrera,1,1,2002-01-23,0,1,0,0
Prince Akim Daye,1,1,2002-01-25,1,0,0,0
Nassim Akrour,4,2,2003-11-14,3,1,0,0
Nasreddine Kraouche,1,1,2002-01-25,0,1,0,0
Hicham Zerouali,2,1,2002-01-26,0,2,0,0
Mark Rogers,1,1,2002-01-26,0,1,1,0
Walter Centeno,15,13,2009-11-18,10,5,0,2
Souleymane Camara,2,2,2006-01-31,1,1,0,0
Mamadou Bagayoko,2,2,2010-01-18,2,0,0,0
Bassala Touré,2,2,2002-02-03,2,0,0,0
Lucien Mettomo,1,1,2002-01-29,1,0,0,0
Yves Yuvuladio,1,1,2002-01-29,1,0,0,0
Koh Traoré,1,1,2002-01-30,1,0,0,0
Choi Jin-cheul,2,2,2004-10-13,0,2,0,0
Thabo Mngomeni,1,1,2002-01-30,1,0,0,0
Gift Kampamba,3,3,2005-06-05,0,3,0,0
Dwayne De Rosario,15,12,2012-09-07,12,3,0,5
Dramane Coulibaly,3,2,2005-06-05,3,0,0,1
Salif Diao,4,4,2008-09-05,1,3,0,0
Papa Bouba Diop,8,7,2006-02-03,3,5,0,0
Thomas Linke,1,1,2002-06-01,1,0,0,0
Bernd Schneider,2,2,2006-09-06,1,1,0,1
Sol Campbell,1,1,2002-06-02,1,0,0,0
Teboho Mokoena,5,5,2024-02-07,1,4,0,1
Quinton Fortune,2,2,2005-03-26,1,1,0,2
Juan Carlos Valerón,4,4,2004-06-12,2,2,0,0
Hasan Şaş,2,2,2002-06-13,1,1,0,0
Junichi Inamoto,2,2,2002-06-09,2,0,0,0
Peter Van Der Heyden,1,1,2002-06-04,0,1,0,0
Jorge Costa,1,1,2002-06-05,1,0,1,0
Beto,1,1,2002-06-05,0,1,0,0
Carles Puyol,3,3,2010-07-07,0,3,1,0
Roberto Carlos,3,3,2005-10-12,2,1,0,0
Ivica Olić,12,11,2015-03-28,5,7,0,0
Milan Rapaić,4,3,2004-06-17,3,1,0,2
Winston Parks,1,1,2002-06-09,1,0,0,0
Ahn Jung-hwan,6,6,2006-06-13,5,1,0,0
Raouf Bouzaiene,1,1,2002-06-10,1,0,0,0
Damien Duff,3,3,2003-09-06,1,2,0,0
Diego Forlán,28,22,2013-06-20,16,12,0,3
Nelson Cuevas,3,2,2006-06-20,1,2,0,0
Edmílson,1,1,2002-06-13,0,1,0,0
Jenílson Ângelo de Souza,1,1,2002-06-13,0,1,0,0
Johan Walem,1,1,2002-06-14,1,0,0,0
Dmitri Sychev,9,7,2007-11-21,4,5,0,0
Park Ji-sung,9,9,2010-06-12,6,3,0,0
Rio Ferdinand,3,3,2008-10-11,2,1,0,0
Seol Ki-hyeon,4,3,2008-02-06,4,0,0,0
Lee Eul-yong,1,1,2002-06-29,1,0,0,0
Ryan Nelsen,5,4,2004-06-04,5,0,0,0
Jeff Campbell,5,3,2002-07-09,5,0,0,0
Bobby Despotovski,5,2,2002-07-08,5,0,0,1
Veresa Toma,8,6,2004-06-04,7,1,0,0
Junior Bukaudi,1,1,2002-07-06,1,0,0,0
Andre Sinedo,1,1,2002-07-06,0,1,0,0
Joe Aisa,1,1,2002-07-07,0,1,0,1
Raf de Gregorio,2,2,2003-06-20,1,1,0,0
Sylvain Booene,1,1,2002-07-07,0,1,0,0
Steve Horvat,1,1,2002-07-08,1,0,0,0
Angelo Costanzo,1,1,2002-07-08,1,0,0,0
Joel Porter,6,3,2002-07-12,6,0,0,0
Willie August Marango,1,1,2002-07-08,0,1,0,0
Henry Fa'arodo,11,9,2017-09-05,6,5,0,4
Reginald Davani,7,4,2004-05-19,1,6,0,0
Ante Milicic,3,3,2004-10-12,2,1,0,0
Ante Juric,1,1,2002-07-10,1,0,0,0
Tetahio Auraa,1,1,2002-07-14,1,0,0,0
Serhiy Serebrennikov,1,1,2002-09-07,0,1,0,0
Albert Sarkisyan,3,2,2003-06-07,1,2,0,2
Tarlan Ahmadov,1,1,2002-09-07,0,1,1,0
Zoran Janković,1,1,2002-09-07,0,1,0,0
Stiliyan Petrov,5,5,2008-09-06,1,4,1,0
Djibril Cissé,6,5,2005-10-08,3,3,0,0
Paul Lambert,1,1,2002-09-07,0,1,0,0
Barry Ferguson,2,2,2007-11-17,1,1,0,0
Simon Davies,6,6,2007-09-12,3,3,0,0
Marius Stankevičius,6,6,2011-03-29,2,4,1,1
John Arne Riise,9,9,2012-09-11,7,2,0,1
Andrei Karyaka,5,5,2005-03-26,2,3,1,0
Gary Doherty,3,3,2003-06-11,1,2,0,0
Aleksandr Kerzhakov,21,16,2014-06-17,12,9,0,0
Clinton Morrison,4,4,2005-03-26,1,3,0,0
Phil Babb,1,1,2002-09-07,1,0,1,0
Paweł Kaczorowski,1,1,2002-09-07,0,1,0,0
Mariusz Kukiełka,1,1,2002-09-07,0,1,0,0
Darren Debono,1,1,2002-09-07,1,0,1,0
Serhat Akın,3,2,2002-10-16,3,0,0,0
Michael Stocklasa,1,1,2002-09-08,1,0,0,0
Patrick Müller,1,1,2002-09-08,1,0,0,0
Muhammet Akagündüz,1,1,2002-10-12,0,1,0,0
Emin Ağayev,1,1,2002-10-12,1,0,1,0
Sidney Govou,6,5,2008-09-06,4,2,0,0
Christian Dailly,3,3,2006-09-06,1,2,0,0
Gary Naysmith,1,1,2002-10-12,0,1,0,0
Robertas Poškus,1,1,2002-10-12,1,0,0,0
Vlatko Grozdanoski,2,2,2003-06-11,1,1,0,0
Juris Laizāns,11,11,2008-05-30,6,5,0,2
Guti,2,2,2005-02-09,2,0,0,0
Krisztián Kenesei,2,2,2003-06-11,0,2,0,0
